app_name,app_id,user_name,score,content,thumbs_up_count,review_date,cleaned_text,processed_text,sentiment_label,sentiment_score
Jenius,com.btpn.dc,Estu D,1,"Sales mu di aeon mall macam hama, ganggu orng aja",0,2025-03-17 00:58:46,sales mu di aeon mall macam hama ganggu orng aja,sales mu aeon mall macam hama ganggu orng aja,negative,0
Grab,com.grabtaxi.passenger,Anisa Putri Hadaya,1,aduh makin lama makin gajelas aplikasinya,0,2025-04-10 21:46:27,aduh makin lama makin gajelas aplikasinya,aduh makin lama makin gajelas aplikasi,negative,0
Lazada,com.lazada.android,Okta Aghnia Putri,1,makin banyak banget penipuan di lazada harga ongkir nya juga makin mahal tolong deperoper buat yang nipu di kasih hukuman yang setimpal,0,2025-04-10 18:17:49,makin banyak banget penipuan di lazada harga ongkir nya juga makin mahal tolong deperoper buat yang nipu di kasih hukuman yang setimpal,makin banyak banget tipu lazada harga ongkir nya makin mahal tolong deperoper buat nipu kasih hukum timpal,negative,0
Lazada,com.lazada.android,Musa AL Kadzim,1,jelek,0,2025-04-10 22:50:24,jelek,jelek,negative,0
Netflix,com.netflix.mediaclient,aulya zahra,1,fitur pembayaran nya dikit,0,2025-04-05 05:59:34,fitur pembayaran nya dikit,fitur bayar nya dikit,negative,0
Instagram,com.instagram.android,Rasmini Utami,5,Bagus👍🙏,0,2025-04-06 07:08:26,bagus,bagus,positive,2
Netflix,com.netflix.mediaclient,Si JUANcuK,1,"LOGIN AJA SOULIT,APP MACAM APA INI, SANGAT BURUK.",0,2025-04-08 09:14:16,login aja soulitapp macam apa ini sangat buruk,login aja soulitapp macam apa sangat buruk,negative,0
Telkomsel,com.telkomsel.telkomselcm,dedek kibo,5,aplikasinya kerenn harga kuotanya murah meria,0,2025-04-11 08:45:29,aplikasinya kerenn harga kuotanya murah meria,aplikasi kerenn harga kuota murah ria,positive,2
Netflix,com.netflix.mediaclient,Muhamad Lutfi Ardiansyah,3,update anime one piece lama aneh banget najis,0,2025-04-06 12:21:51,update anime one piece lama aneh banget najis,update anime one piece lama aneh banget najis,neutral,1
Jenius,com.btpn.dc,Esha Jr,3,"Tolong gimana ini caranya saya login nomer HP yg dulu hilang,, sudah saya email tidak ada respon dan sudah saya tlpn jenius help tidak membantu",0,2025-03-06 11:46:53,tolong gimana ini caranya saya login nomer hp yg dulu hilang sudah saya email tidak ada respon dan sudah saya tlpn jenius help tidak membantu,tolong gimana cara login nomer hp yg dulu hilang sudah email respon sudah tlpn jenius help bantu,neutral,1
BRImo,id.co.bri.brimo,TRI ANDI DARMINTO,5,sangat membantu,0,2025-04-11 05:53:09,sangat membantu,sangat bantu,positive,2
Telkomsel,com.telkomsel.telkomselcm,Bung Helena Laka,1,"Semakin di update semakin ribet penggunaan my telkomsel, Parah!!!",6,2025-04-11 09:02:56,semakin di update semakin ribet penggunaan my telkomsel parah,makin update makin ribet guna telkomsel parah,negative,0
Telkomsel,com.telkomsel.telkomselcm,Daris Igit,3,untuk sinyal dan paketan bagus cuma ini aplikasi my Telkomsel nya berat banget pas di buka tolong di perhatikan dan di perbaiki 🙏,0,2025-04-11 16:29:20,untuk sinyal dan paketan bagus cuma ini aplikasi my telkomsel nya berat banget pas di buka tolong di perhatikan dan di perbaiki,sinyal paket bagus cuma aplikasi telkomsel nya berat banget pas buka tolong perhati baik,neutral,1
BRImo,id.co.bri.brimo,Helni mutiara,5,😍😍😍😍,0,2025-04-11 17:24:28,,,positive,2
Instagram,com.instagram.android,Luky Hardianto,3,"duhh saldo dana saya tiba"" kepotong 75.000 tolong kembalikan saldo saya karena saya sangat membutuhkan nya, sepertinya itu tidak sengaja kepencet berlangganan",0,2025-04-05 20:08:17,duhh saldo dana saya tiba kepotong tolong kembalikan saldo saya karena saya sangat membutuhkan nya sepertinya itu tidak sengaja kepencet berlangganan,duhh saldo dana tiba potong tolong kembali saldo sangat butuh nya seperti sengaja pencet langgan,neutral,1
Instagram,com.instagram.android,Kanaya Krissaura,3,"knp sec acc ig lebih keupdate daripada first acc, pls udh dri lama ga keupdate first acc ku",0,2025-04-05 20:37:56,knp sec acc ig lebih keupdate daripada first acc pls udh dri lama ga keupdate first acc ku,knp sec acc ig lebih keupdate daripada first acc pls udh dri lama ga keupdate first acc ku,neutral,1
Grab,com.grabtaxi.passenger,Catur Yoga,5,pelayanan mantapp,0,2025-04-10 06:44:24,pelayanan mantapp,layan mantapp,positive,2
Instagram,com.instagram.android,ANSA CHANNEL,5,sangat memuaskan,0,2025-04-05 22:42:11,sangat memuaskan,sangat muas,positive,2
Lazada,com.lazada.android,mhasan nudin,3,oke,0,2025-04-11 01:33:18,oke,oke,neutral,1
Grab,com.grabtaxi.passenger,Fitri Juniarti,5,sangat membantu,0,2025-04-10 17:53:50,sangat membantu,sangat bantu,positive,2
Jenius,com.btpn.dc,anung priambodo,2,Tolong diperbaiki aksesnya aplikasi to slow,0,2025-03-14 13:57:23,tolong diperbaiki aksesnya aplikasi to slow,tolong baik akses aplikasi slow,negative,0
Jenius,com.btpn.dc,Anita Utami,1,"kenapa setiap saya mau buat pasword ,maaf terjadi kesalahan silahkan coba beberapa saat LG,sdh 2 hari bgini terus",0,2025-04-10 15:17:47,kenapa setiap saya mau buat pasword maaf terjadi kesalahan silahkan coba beberapa saat lgsdh hari bgini terus,kenapa tiap mau buat pasword maaf jadi salah silah coba beberapa saat lgsdh hari bgini terus,negative,0
Tokopedia,com.tokopedia.tkpd,Candra Gunawan,1,merugikan sekali bberapa hari lalu pesanan dibatalkan system uang refund kembali tdk utuh kepotong biaya admin sama layanan bikin kapok belanja diijo mending dioren dijamin puas,0,2025-04-10 05:24:33,merugikan sekali bberapa hari lalu pesanan dibatalkan system uang refund kembali tdk utuh kepotong biaya admin sama layanan bikin kapok belanja diijo mending dioren dijamin puas,rugi sekali bberapa hari lalu pesan batal system uang refund kembali tdk utuh potong biaya admin sama layan bikin kapok belanja diijo mending oren jamin puas,negative,0
Jenius,com.btpn.dc,Andre Kurniawan,3,Saya tidak bisa login,0,2025-03-06 19:49:18,saya tidak bisa login,login,neutral,1
Grab,com.grabtaxi.passenger,Kenji Moms,5,gercep,0,2025-04-09 22:53:02,gercep,gercep,positive,2
Tokopedia,com.tokopedia.tkpd,Gomey Sujebeh,1,"tokopedia care tidak ada care''nya,chat cs gak ada respon padahal mau laporan kalau nomer yg terdaftar ditokopedia telah diganti orang sedangkan saya tidak merasa mengganti,beda banget sama sebelah yg cs'nya selalu merespon keluhan pengguna",0,2025-04-10 08:48:31,tokopedia care tidak ada carenyachat cs gak ada respon padahal mau laporan kalau nomer yg terdaftar ditokopedia telah diganti orang sedangkan saya tidak merasa menggantibeda banget sama sebelah yg csnya selalu merespon keluhan pengguna,tokopedia care carenyachat cs gak respon padahal mau lapor kalau nomer yg daftar ditokopedia telah ganti orang sedang rasa menggantibeda banget sama belah yg csnya selalu merespon keluh guna,negative,0
BRImo,id.co.bri.brimo,Safaruddin Safar,5,sangat menbanru👍🏻,0,2025-04-11 13:39:38,sangat menbanru,sangat menbanru,positive,2
Netflix,com.netflix.mediaclient,Mr Trex,3,kok episode 4 devil my cry gk bisa diputar,0,2025-04-10 16:32:21,kok episode devil my cry gk bisa diputar,kok episode devil cry gk putar,neutral,1
Grab,com.grabtaxi.passenger,Tri Yoga Purnawan,3,"kasian driver, pas ngobrol ternyata argo yg diterima potongannya sampe 35% ditambah biaya potongan layanan hemat setiap harinya, semoga pemerintah bisa liat kondisi ini .",0,2025-04-11 04:55:29,kasian driver pas ngobrol ternyata argo yg diterima potongannya sampe ditambah biaya potongan layanan hemat setiap harinya semoga pemerintah bisa liat kondisi ini,kasi driver pas ngobrol nyata argo yg terima potong sampe tambah biaya potong layan hemat tiap hari moga perintah liat kondisi,neutral,1
Netflix,com.netflix.mediaclient,Tino heidel,3,update mulu nih kenapa yaa,0,2025-04-05 02:33:18,update mulu nih kenapa yaa,update mulu nih kenapa yaa,neutral,1
Lazada,com.lazada.android,Bahar_Uddin31,3,"semoga lancar terus pengiriman nya,",0,2025-04-11 10:36:40,semoga lancar terus pengiriman nya,moga lancar terus kirim nya,neutral,1
BRImo,id.co.bri.brimo,sulistiyono pratama,5,aplikasi yg banyak membantu Qt dalam bertransaksi perbankan... mohon untuk ditingkatkan lagi pelayanan nya....👍🏽👍🏽,0,2025-04-11 17:33:05,aplikasi yg banyak membantu qt dalam bertransaksi perbankan mohon untuk ditingkatkan lagi pelayanan nya,aplikasi yg banyak bantu qt dalam transaksi perban mohon tingkat lagi layan nya,positive,2
Jenius,com.btpn.dc,Dini Oktaviyani,3,Kenapa gak bisa bisa ya mau daftar sistem eror terus,0,2025-03-14 08:55:49,kenapa gak bisa bisa ya mau daftar sistem eror terus,kenapa gak ya mau daftar sistem eror terus,neutral,1
Lazada,com.lazada.android,Andi,5,selalu berbuat yg terbaik dan menarik,0,2025-04-11 07:27:55,selalu berbuat yg terbaik dan menarik,selalu buat yg baik tarik,positive,2
Grab,com.grabtaxi.passenger,El Zaky,1,"gak boleh sejahtera kayaknya.. potongan 40%+jasa layanan, yang di terima driver hampir setengah yang di bayarkan penumpang",0,2025-04-11 16:11:53,gak boleh sejahtera kayaknya potongan jasa layanan yang di terima driver hampir setengah yang di bayarkan penumpang,gak boleh sejahtera kayak potong jasa layan terima driver hampir tengah bayar tumpang,negative,0
Shopee,com.shopee.id,Siti Aminah,3,"Sebenarnya tuh ya shopee itu bagus,tapi barang kualitas yang kurang.Gara gara tuh ya pernah mesen paket di shopee mesen nya Robot 🤖 eh malah Datangnya Casing Hp 5 ribuan.",0,2025-04-11 15:40:25,sebenarnya tuh ya shopee itu bagustapi barang kualitas yang kuranggara gara tuh ya pernah mesen paket di shopee mesen nya robot eh malah datangnya casing hp ribuan,benar tuh ya shopee bagustapi barang kualitas kuranggara gara tuh ya pernah mesen paket shopee mesen nya robot eh malah datang casing hp ribu,neutral,1
Instagram,com.instagram.android,Petrus Fajrin,5,baik,0,2025-04-05 21:17:30,baik,baik,positive,2
BRImo,id.co.bri.brimo,Sugeng Riyanto007,5,mantap,0,2025-04-10 23:09:03,mantap,mantap,positive,2
Netflix,com.netflix.mediaclient,Safira Ramandani,2,susah banget mau masuk gaa sukaa,0,2025-04-06 16:36:01,susah banget mau masuk gaa sukaa,susah banget mau masuk gaa sukaa,negative,0
Lazada,com.lazada.android,Yudy zen Se,5,berapa hari kesing hp itu sampai di rmh ?,0,2025-04-11 11:05:43,berapa hari kesing hp itu sampai di rmh,berapa hari sing hp sampai rmh,positive,2
Instagram,com.instagram.android,Audrey Ang,3,"I accidentally press ""archive"" in one of my story in purpose of to put it into my highlight. But it turns out the story vanished and I couldn't bring it back. It couldn't be found in my story archive.",0,2025-04-05 22:05:34,i accidentally press archive in one of my story in purpose of to put it into my highlight but it turns out the story vanished and i couldnt bring it back it couldnt be found in my story archive,accidentally press archive one story purpose put highlight turns story vanished couldnt bring back couldnt found story archive,neutral,1
Instagram,com.instagram.android,Epep Boyah,2,"admin macam mana kau aku tak buka ig tapi ig ku masi on, ini ceweku sampe nuduh nuduh gegara itu",0,2025-04-05 19:53:52,admin macam mana kau aku tak buka ig tapi ig ku masi on ini ceweku sampe nuduh nuduh gegara itu,admin macam mana kau aku tak buka ig tapi ig ku mas ceweku sampe nuduh nuduh gegara,negative,0
Shopee,com.shopee.id,ISNA Maulib,5,bagus baget😊😊😊😊😊😊😊😊😊,0,2025-04-11 15:45:51,bagus baget,bagus baget,positive,2
Jenius,com.btpn.dc,Rani Rani,5,Sangat baik aplikasi jenius ini,0,2025-03-08 19:26:28,sangat baik aplikasi jenius ini,sangat baik aplikasi jenius,positive,2
Telkomsel,com.telkomsel.telkomselcm,M Ikhsan Rifa'i,1,"masih dengan harapan yang sama🥲hehehe, untuk saat ini fine lah tolong dong untuk sinyal dioptimalisasi, dibuat jadi lite aja dah apk nya min yg penting fungsional nya itu loh",0,2025-04-11 10:45:20,masih dengan harapan yang samahehehe untuk saat ini fine lah tolong dong untuk sinyal dioptimalisasi dibuat jadi lite aja dah apk nya min yg penting fungsional nya itu loh,masih harap samahehehe saat fine lah tolong dong sinyal optimalisasi buat lite aja dah apk nya min yg penting fungsional nya loh,negative,0
Netflix,com.netflix.mediaclient,Fahrur Razi,3,kenapa ya saya memutar d hape saya blank hitam tapi preview nya ada gambar nya?,0,2025-04-08 12:16:16,kenapa ya saya memutar d hape saya blank hitam tapi preview nya ada gambar nya,kenapa ya putar hape blank hitam tapi preview nya gambar nya,neutral,1
Netflix,com.netflix.mediaclient,Danish Mikail,3,"kenapa banyak film yang ga ada, pdhl udh byr loh",0,2025-04-04 16:38:14,kenapa banyak film yang ga ada pdhl udh byr loh,kenapa banyak film ga pdhl udh byr loh,neutral,1
Instagram,com.instagram.android,Arifin hidayat,5,bagus,0,2025-04-06 08:52:35,bagus,bagus,positive,2
Lazada,com.lazada.android,Arkha Deszty,5,kemudahan dalam berbelanja.,0,2025-04-11 08:54:33,kemudahan dalam berbelanja,mudah dalam belanja,positive,2
Grab,com.grabtaxi.passenger,Kaelo Laresae,1,"Ganti lokasi kena biaya 5rb padhal jarak ga lebih dr 1Km, Mahal!",0,2025-04-10 08:00:36,ganti lokasi kena biaya rb padhal jarak ga lebih dr km mahal,ganti lokasi kena biaya rb padhal jarak ga lebih dr km mahal,negative,0
Tokopedia,com.tokopedia.tkpd,Priscilla Wen,3,"sejak ditinggal founder tokped jd kacau! jarang kasih vc diskon. Refund biaya daftar kartu debit gk pernah ada ! Refund dana pembatalan/komplain retur hrs tunggu 14hari kerja kdg belum masuk jg... Alasan refund jg opsi terbatas. Pembatalan nunggu otomatis lama sementara penjual masa 😵bodoh, jd ingat hrs chat dulu. Klaim asuransi makin ribet hrs isi form dan KTP asli. Adm Dylan jg kurang bs memberi solusi memuaskan. Cs ada telp tp gk kasih kompensasi ataupun perubahan trus gapain sih telp?!",10,2025-04-10 13:41:47,sejak ditinggal founder tokped jd kacau jarang kasih vc diskon refund biaya daftar kartu debit gk pernah ada refund dana pembatalankomplain retur hrs tunggu hari kerja kdg belum masuk jg alasan refund jg opsi terbatas pembatalan nunggu otomatis lama sementara penjual masa bodoh jd ingat hrs chat dulu klaim asuransi makin ribet hrs isi form dan ktp asli adm dylan jg kurang bs memberi solusi memuaskan cs ada telp tp gk kasih kompensasi ataupun perubahan trus gapain sih telp,sejak tinggal founder tokped jd kacau jarang kasih vc diskon refund biaya daftar kartu debit gk pernah refund dana pembatalankomplain retur hrs tunggu hari kerja kdg belum masuk jg alas refund jg opsi batas batal nunggu otomatis lama sementara jual masa bodoh jd ingat hrs chat dulu klaim asuransi makin ribet hrs isi form ktp asli adm dylan jg kurang bs beri solusi muas cs telp tp gk kasih kompensasi atau ubah trus gapain sih telp,neutral,1
Lazada,com.lazada.android,Ahmad Disan,5,sangat membantu,0,2025-04-11 08:06:32,sangat membantu,sangat bantu,positive,2
Netflix,com.netflix.mediaclient,Naila Rahma,3,tolong ya netflix kamu tuh berbayar ko bisa²nya filmnya ga lengkap 😔,0,2025-03-30 11:31:20,tolong ya netflix kamu tuh berbayar ko bisa²nya filmnya ga lengkap,tolong ya netflix tuh bayar ko bisa nya film ga lengkap,neutral,1
BRImo,id.co.bri.brimo,Ramzan kadyrav Wailissa,4,baik dan muda digunakan,0,2025-04-11 12:46:52,baik dan muda digunakan,baik muda guna,positive,2
Shopee,com.shopee.id,Mahmud Ashari,5,"sekarang pengirimannya lebih cepat, instant maupun samedaynya",0,2025-04-11 17:04:58,sekarang pengirimannya lebih cepat instant maupun samedaynya,sekarang kirim lebih cepat instant maupun samedaynya,positive,2
Gojek,com.gojek.app,Abal Abal99,5,good,0,2025-04-10 12:45:46,good,good,positive,2
Tokopedia,com.tokopedia.tkpd,Santa,3,"promonya sih sudah Bagus tapi kurirnya itu loh katanya kurir rekomendasi tapi lelet, sudah mahal lelet bgt ga kek toko sebelah padahal gue kalo belanja ditoko sebelah walaupun jasa kirimnya sama tapi ga lelet kek beli ditoko ini, perbaiki lah",0,2025-04-11 07:49:04,promonya sih sudah bagus tapi kurirnya itu loh katanya kurir rekomendasi tapi lelet sudah mahal lelet bgt ga kek toko sebelah padahal gue kalo belanja ditoko sebelah walaupun jasa kirimnya sama tapi ga lelet kek beli ditoko ini perbaiki lah,promonya sih sudah bagus tapi kurir loh kata kurir rekomendasi tapi lelet sudah mahal lelet bgt ga kek toko belah padahal gue kalo belanja toko belah walaupun jasa kirim sama tapi ga lelet kek beli toko baik lah,neutral,1
BRImo,id.co.bri.brimo,ani darni,5,👍👍,0,2025-04-10 22:58:35,,,positive,2
Instagram,com.instagram.android,Siti Khodijah,2,"setelah di update Ig sekarang malah ga ada fitur kasih emot untuk reels yg kita sukai. padahal udah seneng gak perlu di repost ke story tinggal di kasih emot aja kalau reels nya emng kita suka, malah sekarang ada fitur bagikan ke story wa untuk apa bukan wa pertemanan nya kaya Ig yang banyak, tolong kembalikan lagi fiturnya, untuk aku sendiri atau mungkin banyak orang mungkin fitur itu membantu kita yang mls ngerepost ke story. terimakasih",16,2025-04-06 08:13:39,setelah di update ig sekarang malah ga ada fitur kasih emot untuk reels yg kita sukai padahal udah seneng gak perlu di repost ke story tinggal di kasih emot aja kalau reels nya emng kita suka malah sekarang ada fitur bagikan ke story wa untuk apa bukan wa pertemanan nya kaya ig yang banyak tolong kembalikan lagi fiturnya untuk aku sendiri atau mungkin banyak orang mungkin fitur itu membantu kita yang mls ngerepost ke story terimakasih,telah update ig sekarang malah ga fitur kasih emot reels yg suka padahal udah neng gak perlu repost story tinggal kasih emot aja kalau reels nya emng suka malah sekarang fitur bagi story wa apa bukan wa teman nya kaya ig banyak tolong kembali lagi fiturnya aku sendiri mungkin banyak orang mungkin fitur bantu mls ngerepost story terimakasih,negative,0
Telkomsel,com.telkomsel.telkomselcm,Starboyz,3,lama banget ajgggg paketan masuk,0,2025-04-11 16:31:06,lama banget ajgggg paketan masuk,lama banget ajgggg paket masuk,neutral,1
Netflix,com.netflix.mediaclient,Ferdy Silvera_666,3,Jujurly Ini Aplikasi Untuk Menonton Film2 Kerrreeennn Terbaik No. 1 Di Dunia Hingga Saat Ini .!!! 🤘🥁🎉 SARAN => Jgn Terlalu Sering Update .. Masa Dalam 1 Minggu Bisa 2 -- 3 Kali Update .!!✌🥴 Please Tambahkan Segera Film2 HORROR INDONESIA TERBARU Seperti => PABRIK GULA ( 2025 ) + PEMBANTAIAN DUKUN SANTET ( 2025 ) + JALAN PULANG ( 2025 ) + PENJAGAL IBLIS ( 2025 ) + SOROP + LEMBAYUNG + SUMALA + SANTET JANUR IRENG + PANGGONAN WINGIT 2 ( MISS -K) + QODRAT 2 + MUSLIHAT ( 2025 ) Dan Lain2 👌🔥😎,0,2025-04-07 16:07:59,jujurly ini aplikasi untuk menonton film kerrreeennn terbaik no di dunia hingga saat ini saran jgn terlalu sering update masa dalam minggu bisa kali update please tambahkan segera film horror indonesia terbaru seperti pabrik gula pembantaian dukun santet jalan pulang penjagal iblis sorop lembayung sumala santet janur ireng panggonan wingit miss k qodrat muslihat dan lain,jujurly aplikasi tonton film kerrreeennn baik dunia hingga saat saran jgn terlalu sering update masa dalam minggu kali update please tambah segera film horror indonesia baru seperti pabrik gula bantai dukun santet jalan pulang jagal iblis sorop lembayung sumala santet janur ireng panggon wingit miss k qodrat muslihat lain,neutral,1
Telkomsel,com.telkomsel.telkomselcm,Daris Igit,3,untuk sinyal dan paketan bagus cuma ini aplikasi my Telkomsel nya berat banget pas di buka tolong di perhatikan dan di perbaiki 🙏,0,2025-04-11 16:29:20,untuk sinyal dan paketan bagus cuma ini aplikasi my telkomsel nya berat banget pas di buka tolong di perhatikan dan di perbaiki,sinyal paket bagus cuma aplikasi telkomsel nya berat banget pas buka tolong perhati baik,neutral,1
Tokopedia,com.tokopedia.tkpd,GALO Sutanto,5,belanja di tokopedia sangat memuaskan,0,2025-04-11 17:09:06,belanja di tokopedia sangat memuaskan,belanja tokopedia sangat muas,positive,2
Instagram,com.instagram.android,JARDIK GRAFF,3,TERLALU BANYAK IKLAN TERMASUK IKLAN JUDOL,0,2025-04-06 00:05:43,terlalu banyak iklan termasuk iklan judol,terlalu banyak iklan masuk iklan judol,neutral,1
Shopee,com.shopee.id,Ikka lutfiatin,5,bagus kalo barang tdk berpungsi pas datang bisa di balikin/retur,0,2025-04-11 17:06:22,bagus kalo barang tdk berpungsi pas datang bisa di balikinretur,bagus kalo barang tdk pungsi pas datang balikinretur,positive,2
BRImo,id.co.bri.brimo,Dedy Roesdiyanto,5,"pertahankan, saat ini sudah baik. dan sangat membantu",0,2025-04-11 08:10:58,pertahankan saat ini sudah baik dan sangat membantu,tahan saat sudah baik sangat bantu,positive,2
Netflix,com.netflix.mediaclient,ilham God,2,aplikasi p2win !!! apa apa harus bayar mata duitan dev,0,2025-03-29 17:33:07,aplikasi pwin apa apa harus bayar mata duitan dev,aplikasi pwin apa apa harus bayar mata duit dev,negative,0
Telkomsel,com.telkomsel.telkomselcm,Yindri Yindri,1,"apk sampah, pelayanan sangat tidak akurat, aplikasinya juga suka eror eror, nih skrng kondisinya gabisa masuk, udh masuk kluar mlu, dasar apk rusak",0,2025-04-11 09:02:28,apk sampah pelayanan sangat tidak akurat aplikasinya juga suka eror eror nih skrng kondisinya gabisa masuk udh masuk kluar mlu dasar apk rusak,apk sampah layan sangat akurat aplikasi suka eror eror nih skrng kondisi gabisa masuk udh masuk kluar mlu dasar apk rusak,negative,0
Jenius,com.btpn.dc,Erika Editiya Kurniawan P.,3,apakah hari ini aplikasi jenius trobel dari tadi mau login ke aplikasi loading trus?!!,0,2025-03-25 13:21:09,apakah hari ini aplikasi jenius trobel dari tadi mau login ke aplikasi loading trus,apakah hari aplikasi jenius trobel tadi mau login aplikasi loading trus,neutral,1
Grab,com.grabtaxi.passenger,Cepeka Rudiansyah,5,bermanfaat,0,2025-04-11 17:17:07,bermanfaat,manfaat,positive,2
Netflix,com.netflix.mediaclient,M Sokhibul,5,bagus banget,0,2025-04-08 21:29:40,bagus banget,bagus banget,positive,2
Jenius,com.btpn.dc,tomi rizki,3,"mohon infonya ,kenapa aplikasi tidak bisa di buka?",0,2025-03-16 17:24:33,mohon infonya kenapa aplikasi tidak bisa di buka,mohon info kenapa aplikasi buka,neutral,1
Jenius,com.btpn.dc,Donatus Doni,5,Aduh hp tidak support face id :(,0,2025-03-06 23:26:28,aduh hp tidak support face id,aduh hp support face id,positive,2
Instagram,com.instagram.android,Reginq,5,Kenapa ig tdk bisa menginstal,0,2025-04-09 13:35:54,kenapa ig tdk bisa menginstal,kenapa ig tdk menginstal,positive,2
Grab,com.grabtaxi.passenger,Dewo Saputra,5,good,0,2025-04-10 05:54:08,good,good,positive,2
Telkomsel,com.telkomsel.telkomselcm,Arian Nurhayadi,1,aplikasi jadi berat,0,2025-04-11 12:51:17,aplikasi jadi berat,aplikasi berat,negative,0
Shopee,com.shopee.id,Salwa Syifania azzahra,5,pengiriman nya sangatt cepat,0,2025-04-11 17:29:08,pengiriman nya sangatt cepat,kirim nya sangatt cepat,positive,2
Telkomsel,com.telkomsel.telkomselcm,Hilmi Ahmadi,3,ini knp buka aplikasinya ngelag bgt ya? padahal buka YouTube HD aja lancar bang. Tolong di optimalkan lagi,0,2025-04-11 14:36:34,ini knp buka aplikasinya ngelag bgt ya padahal buka youtube hd aja lancar bang tolong di optimalkan lagi,knp buka aplikasi ngelag bgt ya padahal buka youtube hd aja lancar bang tolong optimal lagi,neutral,1
Tokopedia,com.tokopedia.tkpd,Gamon Tirta,1,aplikasi busuk. penjualnya jg. tidak ada penertipan toko dari Tokopedia.,0,2025-04-10 00:52:32,aplikasi busuk penjualnya jg tidak ada penertipan toko dari tokopedia,aplikasi busuk jual jg tip toko tokopedia,negative,0
Tokopedia,com.tokopedia.tkpd,Dian T Indrawan,4,"dulu saya maniak oren, ternyata lebih terpercaya tokped. semoga makin bagus kualitasnya",0,2025-04-10 10:38:58,dulu saya maniak oren ternyata lebih terpercaya tokped semoga makin bagus kualitasnya,dulu maniak oren nyata lebih percaya tokped moga makin bagus kualitas,positive,2
Netflix,com.netflix.mediaclient,Tino heidel,3,update mulu nih kenapa yaa,0,2025-04-05 02:33:18,update mulu nih kenapa yaa,update mulu nih kenapa yaa,neutral,1
BRImo,id.co.bri.brimo,didik deky,3,"Apa penyebab ga bisa dibuka, di klik langsung hilang ..",0,2025-04-11 08:01:52,apa penyebab ga bisa dibuka di klik langsung hilang,apa sebab ga buka klik langsung hilang,neutral,1
Telkomsel,com.telkomsel.telkomselcm,Sarpin Aljamik,3,"Untuk pihak apl mytelkosel, di harapkan untuk meninjau ulang aplikasi yang saat ini karena sering nya bermasalah, salah satu nya tidak bisa di buka meskipun dalam keadaan sinyal bagus. dan masih banyak permasalahan yang lain lagi.",0,2025-04-11 17:23:50,untuk pihak apl mytelkosel di harapkan untuk meninjau ulang aplikasi yang saat ini karena sering nya bermasalah salah satu nya tidak bisa di buka meskipun dalam keadaan sinyal bagus dan masih banyak permasalahan yang lain lagi,pihak apl mytelkosel harap tinjau ulang aplikasi saat sering nya masalah salah satu nya buka meski dalam ada sinyal bagus masih banyak masalah lain lagi,neutral,1
Grab,com.grabtaxi.passenger,jumirah watumas,5,pelayanan baik,0,2025-04-10 11:38:46,pelayanan baik,layan baik,positive,2
Gojek,com.gojek.app,Rahma Kisaran,5,bgus,0,2025-04-11 12:35:10,bgus,bgus,positive,2
Jenius,com.btpn.dc,Mochamad Sabeli salam,5,ok,0,2025-03-24 19:17:11,ok,ok,positive,2
Lazada,com.lazada.android,Talitha Zia F,1,sering ada PENIPU AN. untuk penarikan dana dari refund di PERSULIT. banyak dana yang GAK KEMBALI.,0,2025-04-11 11:07:06,sering ada penipu an untuk penarikan dana dari refund di persulit banyak dana yang gak kembali,sering tipu tari dana refund sulit banyak dana gak kembali,negative,0
Gojek,com.gojek.app,Aten Maulana,2,apalah aplikasi gojek nih sebentar2 gangguan saat ngisi saldo woy gojek perbaiki lah masa mau kaya gini terus,0,2025-04-11 16:19:59,apalah aplikasi gojek nih sebentar gangguan saat ngisi saldo woy gojek perbaiki lah masa mau kaya gini terus,apa aplikasi gojek nih sebentar ganggu saat ngisi saldo woy gojek baik lah masa mau kaya gin terus,negative,0
Netflix,com.netflix.mediaclient,Fahrur Razi,3,kenapa ya saya memutar d hape saya blank hitam tapi preview nya ada gambar nya?,0,2025-04-08 12:16:16,kenapa ya saya memutar d hape saya blank hitam tapi preview nya ada gambar nya,kenapa ya putar hape blank hitam tapi preview nya gambar nya,neutral,1
BRImo,id.co.bri.brimo,abdi fahruzain,5,nice apk,0,2025-04-11 12:26:21,nice apk,nice apk,positive,2
Shopee,com.shopee.id,Siti Aminah,3,"Sebenarnya tuh ya shopee itu bagus,tapi barang kualitas yang kurang.Gara gara tuh ya pernah mesen paket di shopee mesen nya Robot 🤖 eh malah Datangnya Casing Hp 5 ribuan.",0,2025-04-11 15:40:25,sebenarnya tuh ya shopee itu bagustapi barang kualitas yang kuranggara gara tuh ya pernah mesen paket di shopee mesen nya robot eh malah datangnya casing hp ribuan,benar tuh ya shopee bagustapi barang kualitas kuranggara gara tuh ya pernah mesen paket shopee mesen nya robot eh malah datang casing hp ribu,neutral,1
Instagram,com.instagram.android,Jalur ilmu Channel,3,yaa mayan bagus top dikit ya,0,2025-04-05 19:56:03,yaa mayan bagus top dikit ya,yaa mayan bagus top dikit ya,neutral,1
Instagram,com.instagram.android,Yumiko Yuuki,1,fitur catatan di reels kok hilang?,1,2025-04-06 00:02:47,fitur catatan di reels kok hilang,fitur catat reels kok hilang,negative,0
Grab,com.grabtaxi.passenger,Bagas Candra,5,sukses terus buat grab,0,2025-04-11 08:33:20,sukses terus buat grab,sukses terus buat grab,positive,2
